rfid,flight_duration,hive,nosema,gbd
44 B2 92 05 08 00 12 E0,0,19,1,1
44 B2 92 05 08 00 12 E0,8.778,19,1,1
44 B2 92 05 08 00 12 E0,0.529,19,1,1
44 B2 92 05 08 00 12 E0,0.497,19,1,1
5E B2 92 05 08 00 12 E0,0,19,0,1
5E B2 92 05 08 00 12 E0,0.5,19,0,1
5E B2 92 05 08 00 12 E0,5.083,19,0,1
32 B2 92 05 08 00 12 E0,0,19,1,1
32 B2 92 05 08 00 12 E0,1.005,19,1,1
32 B2 92 05 08 00 12 E0,0.5,19,1,1
32 B2 92 05 08 00 12 E0,0.489,19,1,1
32 B2 92 05 08 00 12 E0,3.598,19,1,1
32 B2 92 05 08 00 12 E0,14.416,19,1,1
32 B2 92 05 08 00 12 E0,0.51,19,1,1
32 B2 92 05 08 00 12 E0,0.496,19,1,1
32 B2 92 05 08 00 12 E0,0.497,19,1,1
32 B2 92 05 08 00 12 E0,0.495,19,1,1
32 B2 92 05 08 00 12 E0,0.496,19,1,1
32 B2 92 05 08 00 12 E0,0.498,19,1,1
32 B2 92 05 08 00 12 E0,0.497,19,1,1
32 B2 92 05 08 00 12 E0,0.49,19,1,1
32 B2 92 05 08 00 12 E0,0.495,19,1,1
32 B2 92 05 08 00 12 E0,0.497,19,1,1
32 B2 92 05 08 00 12 E0,0.491,19,1,1
32 B2 92 05 08 00 12 E0,0.489,19,1,1
32 B2 92 05 08 00 12 E0,0.495,19,1,1
32 B2 92 05 08 00 12 E0,0.497,19,1,1
32 B2 92 05 08 00 12 E0,0.495,19,1,1
32 B2 92 05 08 00 12 E0,0.5,19,1,1
32 B2 92 05 08 00 12 E0,0.496,19,1,1
32 B2 92 05 08 00 12 E0,0.489,19,1,1
32 B2 92 05 08 00 12 E0,0.501,19,1,1
32 B2 92 05 08 00 12 E0,0.489,19,1,1
32 B2 92 05 08 00 12 E0,0.483,19,1,1
32 B2 92 05 08 00 12 E0,0.498,19,1,1
32 B2 92 05 08 00 12 E0,2.559,19,1,1
32 B2 92 05 08 00 12 E0,0.501,19,1,1
32 B2 92 05 08 00 12 E0,0.495,19,1,1
32 B2 92 05 08 00 12 E0,0.502,19,1,1
32 B2 92 05 08 00 12 E0,0.495,19,1,1
32 B2 92 05 08 00 12 E0,0.491,19,1,1
32 B2 92 05 08 00 12 E0,0.502,19,1,1
32 B2 92 05 08 00 12 E0,6505.94,19,1,1
32 B2 92 05 08 00 12 E0,0.493,19,1,1
32 B2 92 05 08 00 12 E0,0.478,19,1,1
32 B2 92 05 08 00 12 E0,0.46,19,1,1
52 B2 92 05 08 00 12 E0,0,19,0,1
52 B2 92 05 08 00 12 E0,6.068,19,0,1
52 B2 92 05 08 00 12 E0,0.489,19,0,1
B8 AB 92 05 08 00 12 E0,0,23,0,1
76 A8 92 05 08 00 12 E0,0,24,1,1
76 A8 92 05 08 00 12 E0,7.283,24,1,1
B7 AB 92 05 08 00 12 E0,0,23,1,1
B7 AB 92 05 08 00 12 E0,0.498,23,1,1
B7 AB 92 05 08 00 12 E0,11.508,23,1,1
B7 AB 92 05 08 00 12 E0,0.497,23,1,1
B7 AB 92 05 08 00 12 E0,0.497,23,1,1
B7 AB 92 05 08 00 12 E0,0.495,23,1,1
B7 AB 92 05 08 00 12 E0,0.496,23,1,1
B7 AB 92 05 08 00 12 E0,0.491,23,1,1
B7 AB 92 05 08 00 12 E0,0.497,23,1,1
B7 AB 92 05 08 00 12 E0,0.485,23,1,1
B7 AB 92 05 08 00 12 E0,0.495,23,1,1
20 B2 92 05 08 00 12 E0,0,19,0,1
20 B2 92 05 08 00 12 E0,10.263,19,0,1
20 B2 92 05 08 00 12 E0,0.496,19,0,1
20 B2 92 05 08 00 12 E0,0.491,19,0,1
20 B2 92 05 08 00 12 E0,0.495,19,0,1
20 B2 92 05 08 00 12 E0,0.495,19,0,1
20 B2 92 05 08 00 12 E0,0.498,19,0,1
20 B2 92 05 08 00 12 E0,0.49,19,0,1
7C AB 92 05 08 00 12 E0,0,23,1,1
7C AB 92 05 08 00 12 E0,0.981,23,1,1
7C AB 92 05 08 00 12 E0,0.468,23,1,1
7C AB 92 05 08 00 12 E0,0,23,1,1
7C AB 92 05 08 00 12 E0,0.888,23,1,1
E6 B5 92 05 08 00 12 E0,0,19,1,1
E6 B5 92 05 08 00 12 E0,4.855,19,1,1
E6 B5 92 05 08 00 12 E0,344.492,19,1,1
E6 B5 92 05 08 00 12 E0,1.388,19,1,1
E6 B5 92 05 08 00 12 E0,0.431,19,1,1
E6 B5 92 05 08 00 12 E0,11.08,19,1,1
E6 B5 92 05 08 00 12 E0,0.477,19,1,1
E6 B5 92 05 08 00 12 E0,8.561,19,1,1
E6 B5 92 05 08 00 12 E0,0.472,19,1,1
E6 B5 92 05 08 00 12 E0,18.535,19,1,1
E6 B5 92 05 08 00 12 E0,0,19,1,1
E6 B5 92 05 08 00 12 E0,23.627,19,1,1
E6 B5 92 05 08 00 12 E0,0.432,19,1,1
E6 B5 92 05 08 00 12 E0,0.425,19,1,1
E6 B5 92 05 08 00 12 E0,0.427,19,1,1
E6 B5 92 05 08 00 12 E0,0.42,19,1,1
E6 B5 92 05 08 00 12 E0,356.827,19,1,1
E6 B5 92 05 08 00 12 E0,0.42,19,1,1
E6 B5 92 05 08 00 12 E0,0.456,19,1,1
E6 B5 92 05 08 00 12 E0,0.433,19,1,1
E6 B5 92 05 08 00 12 E0,66.788,19,1,1
E6 B5 92 05 08 00 12 E0,0.432,19,1,1
FA B0 92 05 08 00 12 E0,0,19,1,1
FA B0 92 05 08 00 12 E0,0.445,19,1,1
FA B0 92 05 08 00 12 E0,3.15,19,1,1
FA B0 92 05 08 00 12 E0,0.465,19,1,1
FA B0 92 05 08 00 12 E0,0.441,19,1,1
FA B0 92 05 08 00 12 E0,0.438,19,1,1
FA B0 92 05 08 00 12 E0,0.477,19,1,1
FA B0 92 05 08 00 12 E0,0.417,19,1,1
FA B0 92 05 08 00 12 E0,0.443,19,1,1
FA B0 92 05 08 00 12 E0,0.451,19,1,1
FA B0 92 05 08 00 12 E0,0.445,19,1,1
FA B0 92 05 08 00 12 E0,0.446,19,1,1
FA B0 92 05 08 00 12 E0,0.435,19,1,1
FA B0 92 05 08 00 12 E0,0.504,19,1,1
FA B0 92 05 08 00 12 E0,0.436,19,1,1
FA B0 92 05 08 00 12 E0,0.466,19,1,1
FA B0 92 05 08 00 12 E0,0.441,19,1,1
42 B2 92 05 08 00 12 E0,0,19,0,1
42 B2 92 05 08 00 12 E0,5.173,19,0,1
42 B2 92 05 08 00 12 E0,0.443,19,0,1
64 B4 92 05 08 00 12 E0,0,19,1,1
64 B4 92 05 08 00 12 E0,0.441,19,1,1
64 B4 92 05 08 00 12 E0,0.933,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.479,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.483,19,1,1
64 B4 92 05 08 00 12 E0,0.436,19,1,1
64 B4 92 05 08 00 12 E0,0.455,19,1,1
64 B4 92 05 08 00 12 E0,0.441,19,1,1
64 B4 92 05 08 00 12 E0,0.476,19,1,1
64 B4 92 05 08 00 12 E0,0.439,19,1,1
64 B4 92 05 08 00 12 E0,4.783,19,1,1
64 B4 92 05 08 00 12 E0,2.372,19,1,1
64 B4 92 05 08 00 12 E0,0.452,19,1,1
64 B4 92 05 08 00 12 E0,6.489,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.44,19,1,1
64 B4 92 05 08 00 12 E0,4896.86,19,1,1
64 B4 92 05 08 00 12 E0,0.459,19,1,1
64 B4 92 05 08 00 12 E0,11.773,19,1,1
64 B4 92 05 08 00 12 E0,0.447,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.409,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.415,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.441,19,1,1
64 B4 92 05 08 00 12 E0,7.227,19,1,1
64 B4 92 05 08 00 12 E0,0.438,19,1,1
64 B4 92 05 08 00 12 E0,0.422,19,1,1
64 B4 92 05 08 00 12 E0,43.523,19,1,1
64 B4 92 05 08 00 12 E0,0.42,19,1,1
64 B4 92 05 08 00 12 E0,0.448,19,1,1
64 B4 92 05 08 00 12 E0,0.428,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,1.342,19,1,1
64 B4 92 05 08 00 12 E0,0.438,19,1,1
64 B4 92 05 08 00 12 E0,0,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.421,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.419,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.419,19,1,1
64 B4 92 05 08 00 12 E0,0.421,19,1,1
64 B4 92 05 08 00 12 E0,0.45,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,11625.5,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,13.356,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.451,19,1,1
64 B4 92 05 08 00 12 E0,507.658,19,1,1
64 B4 92 05 08 00 12 E0,0.422,19,1,1
64 B4 92 05 08 00 12 E0,0.444,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.426,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.426,19,1,1
64 B4 92 05 08 00 12 E0,0.441,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.454,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,8.166,19,1,1
64 B4 92 05 08 00 12 E0,0.42,19,1,1
64 B4 92 05 08 00 12 E0,0.422,19,1,1
64 B4 92 05 08 00 12 E0,0.42,19,1,1
64 B4 92 05 08 00 12 E0,0,19,1,1
64 B4 92 05 08 00 12 E0,0.48,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,1.778,19,1,1
64 B4 92 05 08 00 12 E0,0.459,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,11.685,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,68.373,19,1,1
64 B4 92 05 08 00 12 E0,0.453,19,1,1
64 B4 92 05 08 00 12 E0,6.377,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.443,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,82030.3,19,1,1
64 B4 92 05 08 00 12 E0,0.446,19,1,1
64 B4 92 05 08 00 12 E0,0.426,19,1,1
64 B4 92 05 08 00 12 E0,5.347,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.421,19,1,1
64 B4 92 05 08 00 12 E0,243.901,19,1,1
64 B4 92 05 08 00 12 E0,17.196,19,1,1
64 B4 92 05 08 00 12 E0,0.444,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.426,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.415,19,1,1
64 B4 92 05 08 00 12 E0,0.408,19,1,1
64 B4 92 05 08 00 12 E0,0.441,19,1,1
64 B4 92 05 08 00 12 E0,0.41,19,1,1
64 B4 92 05 08 00 12 E0,0,19,1,1
64 B4 92 05 08 00 12 E0,0.429,19,1,1
64 B4 92 05 08 00 12 E0,0.444,19,1,1
64 B4 92 05 08 00 12 E0,6.619,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,1013.53,19,1,1
64 B4 92 05 08 00 12 E0,0.43,19,1,1
64 B4 92 05 08 00 12 E0,0.409,19,1,1
64 B4 92 05 08 00 12 E0,0.403,19,1,1
64 B4 92 05 08 00 12 E0,0.404,19,1,1
64 B4 92 05 08 00 12 E0,11.308,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.429,19,1,1
64 B4 92 05 08 00 12 E0,0.463,19,1,1
64 B4 92 05 08 00 12 E0,11.6,19,1,1
64 B4 92 05 08 00 12 E0,2.225,19,1,1
64 B4 92 05 08 00 12 E0,2293.08,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.456,19,1,1
64 B4 92 05 08 00 12 E0,0.882,19,1,1
64 B4 92 05 08 00 12 E0,12.955,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.473,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.45,19,1,1
64 B4 92 05 08 00 12 E0,81562.9,19,1,1
64 B4 92 05 08 00 12 E0,0.428,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,4.026,19,1,1
64 B4 92 05 08 00 12 E0,6.256,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,1039.65,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,17.553,19,1,1
64 B4 92 05 08 00 12 E0,0.471,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.402,19,1,1
64 B4 92 05 08 00 12 E0,1501.29,19,1,1
64 B4 92 05 08 00 12 E0,7.626,19,1,1
64 B4 92 05 08 00 12 E0,5.382,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.432,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,0.419,19,1,1
64 B4 92 05 08 00 12 E0,10.286,19,1,1
64 B4 92 05 08 00 12 E0,1095.21,19,1,1
64 B4 92 05 08 00 12 E0,1496.46,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,6.158,19,1,1
64 B4 92 05 08 00 12 E0,0.426,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.436,19,1,1
64 B4 92 05 08 00 12 E0,833.242,19,1,1
64 B4 92 05 08 00 12 E0,0.434,19,1,1
64 B4 92 05 08 00 12 E0,9.958,19,1,1
64 B4 92 05 08 00 12 E0,0.42,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.462,19,1,1
64 B4 92 05 08 00 12 E0,862.693,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.419,19,1,1
64 B4 92 05 08 00 12 E0,0.435,19,1,1
64 B4 92 05 08 00 12 E0,0.419,19,1,1
64 B4 92 05 08 00 12 E0,0.446,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.421,19,1,1
64 B4 92 05 08 00 12 E0,15.628,19,1,1
64 B4 92 05 08 00 12 E0,0.426,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,83581.8,19,1,1
64 B4 92 05 08 00 12 E0,0.414,19,1,1
64 B4 92 05 08 00 12 E0,6.836,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.45,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,4767.19,19,1,1
64 B4 92 05 08 00 12 E0,0.427,19,1,1
64 B4 92 05 08 00 12 E0,0.433,19,1,1
64 B4 92 05 08 00 12 E0,0.444,19,1,1
64 B4 92 05 08 00 12 E0,53.198,19,1,1
64 B4 92 05 08 00 12 E0,0.457,19,1,1
64 B4 92 05 08 00 12 E0,0.425,19,1,1
64 B4 92 05 08 00 12 E0,0.431,19,1,1
64 B4 92 05 08 00 12 E0,0.439,19,1,1
64 B4 92 05 08 00 12 E0,14.915,19,1,1
64 B4 92 05 08 00 12 E0,0.42,19,1,1
64 B4 92 05 08 00 12 E0,0.45,19,1,1
D8 B5 92 05 08 00 12 E0,0,19,0,1
D8 B5 92 05 08 00 12 E0,0.465,19,0,1
D8 B5 92 05 08 00 12 E0,0.434,19,0,1
D8 B5 92 05 08 00 12 E0,0.469,19,0,1
D8 B5 92 05 08 00 12 E0,44.463,19,0,1
D8 B5 92 05 08 00 12 E0,0.46,19,0,1
D8 B5 92 05 08 00 12 E0,0.523,19,0,1
D8 B5 92 05 08 00 12 E0,0.436,19,0,1
D8 B5 92 05 08 00 12 E0,0.453,19,0,1
D8 B5 92 05 08 00 12 E0,0.463,19,0,1
D8 B5 92 05 08 00 12 E0,19.324,19,0,1
D8 B5 92 05 08 00 12 E0,0.484,19,0,1
7C B4 92 05 08 00 12 E0,0,19,1,1
7C B4 92 05 08 00 12 E0,0.473,19,1,1
7C B4 92 05 08 00 12 E0,6.547,19,1,1
75 B4 92 05 08 00 12 E0,0,19,0,1
75 B4 92 05 08 00 12 E0,0.474,19,0,1
75 B4 92 05 08 00 12 E0,0.464,19,0,1
75 B4 92 05 08 00 12 E0,0.463,19,0,1
75 B4 92 05 08 00 12 E0,27.333,19,0,1
75 B4 92 05 08 00 12 E0,0.45,19,0,1
75 B4 92 05 08 00 12 E0,0.433,19,0,1
75 B4 92 05 08 00 12 E0,0.472,19,0,1
75 B4 92 05 08 00 12 E0,18.006,19,0,1
75 B4 92 05 08 00 12 E0,0.453,19,0,1
75 B4 92 05 08 00 12 E0,0.437,19,0,1
75 B4 92 05 08 00 12 E0,0.427,19,0,1
75 B4 92 05 08 00 12 E0,0.465,19,0,1
75 B4 92 05 08 00 12 E0,0.438,19,0,1
75 B4 92 05 08 00 12 E0,6.556,19,0,1
5A B4 92 05 08 00 12 E0,0,19,1,1
5A B4 92 05 08 00 12 E0,0.467,19,1,1
5A B4 92 05 08 00 12 E0,0.43,19,1,1
5A B4 92 05 08 00 12 E0,0.433,19,1,1
5A B4 92 05 08 00 12 E0,0.467,19,1,1
5A B4 92 05 08 00 12 E0,0.422,19,1,1
5A B4 92 05 08 00 12 E0,98.253,19,1,1
5A B4 92 05 08 00 12 E0,16.891,19,1,1
5A B4 92 05 08 00 12 E0,0.457,19,1,1
70 B4 92 05 08 00 12 E0,0,19,0,1
70 B4 92 05 08 00 12 E0,0.426,19,0,1
70 B4 92 05 08 00 12 E0,0.456,19,0,1
70 B4 92 05 08 00 12 E0,0.433,19,0,1
70 B4 92 05 08 00 12 E0,0.425,19,0,1
70 B4 92 05 08 00 12 E0,6.32,19,0,1
70 B4 92 05 08 00 12 E0,0.433,19,0,1
70 B4 92 05 08 00 12 E0,0.454,19,0,1
70 B4 92 05 08 00 12 E0,0.428,19,0,1
70 B4 92 05 08 00 12 E0,0.413,19,0,1
70 B4 92 05 08 00 12 E0,0.431,19,0,1
70 B4 92 05 08 00 12 E0,0.433,19,0,1
70 B4 92 05 08 00 12 E0,0.431,19,0,1
70 B4 92 05 08 00 12 E0,0,19,0,1
70 B4 92 05 08 00 12 E0,0.465,19,0,1
70 B4 92 05 08 00 12 E0,0,19,0,1
70 B4 92 05 08 00 12 E0,3.005,19,0,1
70 B4 92 05 08 00 12 E0,0.445,19,0,1
70 B4 92 05 08 00 12 E0,0.408,19,0,1
70 B4 92 05 08 00 12 E0,7.958,19,0,1
70 B4 92 05 08 00 12 E0,0.404,19,0,1
70 B4 92 05 08 00 12 E0,0.431,19,0,1
70 B4 92 05 08 00 12 E0,2259.81,19,0,1
70 B4 92 05 08 00 12 E0,8.149,19,0,1
70 B4 92 05 08 00 12 E0,0.889,19,0,1
70 B4 92 05 08 00 12 E0,0.452,19,0,1
70 B4 92 05 08 00 12 E0,3.049,19,0,1
70 B4 92 05 08 00 12 E0,0.433,19,0,1
70 B4 92 05 08 00 12 E0,0.419,19,0,1
70 B4 92 05 08 00 12 E0,0.432,19,0,1
70 B4 92 05 08 00 12 E0,0.429,19,0,1
70 B4 92 05 08 00 12 E0,0.879,19,0,1
70 B4 92 05 08 00 12 E0,0.427,19,0,1
70 B4 92 05 08 00 12 E0,0.437,19,0,1
70 B4 92 05 08 00 12 E0,0.432,19,0,1
70 B4 92 05 08 00 12 E0,83375.4,19,0,1
70 B4 92 05 08 00 12 E0,4.466,19,0,1
70 B4 92 05 08 00 12 E0,0.425,19,0,1
47 B2 92 05 08 00 12 E0,0,19,1,1
47 B2 92 05 08 00 12 E0,45.711,19,1,1
47 B2 92 05 08 00 12 E0,0.427,19,1,1
47 B2 92 05 08 00 12 E0,0.427,19,1,1
47 B2 92 05 08 00 12 E0,1538.93,19,1,1
47 B2 92 05 08 00 12 E0,6.83,19,1,1
47 B2 92 05 08 00 12 E0,0.421,19,1,1
47 B2 92 05 08 00 12 E0,0.45,19,1,1
47 B2 92 05 08 00 12 E0,0.425,19,1,1
47 B2 92 05 08 00 12 E0,0.452,19,1,1
47 B2 92 05 08 00 12 E0,0,19,1,1
47 B2 92 05 08 00 12 E0,0.434,19,1,1
47 B2 92 05 08 00 12 E0,0.425,19,1,1
47 B2 92 05 08 00 12 E0,0.431,19,1,1
47 B2 92 05 08 00 12 E0,6.71,19,1,1
47 B2 92 05 08 00 12 E0,0.434,19,1,1
47 B2 92 05 08 00 12 E0,0.431,19,1,1
56 B4 92 05 08 00 12 E0,0,19,1,1
56 B4 92 05 08 00 12 E0,0.432,19,1,1
56 B4 92 05 08 00 12 E0,0.433,19,1,1
56 B4 92 05 08 00 12 E0,4315.41,19,1,1
56 B4 92 05 08 00 12 E0,0.421,19,1,1
56 B4 92 05 08 00 12 E0,0.47,19,1,1
56 B4 92 05 08 00 12 E0,30.633,19,1,1
56 B4 92 05 08 00 12 E0,0.42,19,1,1
56 B4 92 05 08 00 12 E0,0.428,19,1,1
56 B4 92 05 08 00 12 E0,3645.37,19,1,1
56 B4 92 05 08 00 12 E0,0.434,19,1,1
56 B4 92 05 08 00 12 E0,0.432,19,1,1
56 B4 92 05 08 00 12 E0,0.425,19,1,1
56 B4 92 05 08 00 12 E0,0.422,19,1,1
56 B4 92 05 08 00 12 E0,0.425,19,1,1
56 B4 92 05 08 00 12 E0,0.431,19,1,1
56 B4 92 05 08 00 12 E0,0.46,19,1,1
56 B4 92 05 08 00 12 E0,17.527,19,1,1
50 B2 92 05 08 00 12 E0,0,19,0,1
50 B2 92 05 08 00 12 E0,8.981,19,0,1
50 B2 92 05 08 00 12 E0,0.434,19,0,1
50 B2 92 05 08 00 12 E0,11.75,19,0,1
50 B2 92 05 08 00 12 E0,0.428,19,0,1
50 B2 92 05 08 00 12 E0,0.487,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
50 B2 92 05 08 00 12 E0,261.516,19,0,1
50 B2 92 05 08 00 12 E0,0.423,19,0,1
50 B2 92 05 08 00 12 E0,0.448,19,0,1
50 B2 92 05 08 00 12 E0,9.152,19,0,1
50 B2 92 05 08 00 12 E0,0.474,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
50 B2 92 05 08 00 12 E0,0.433,19,0,1
50 B2 92 05 08 00 12 E0,0.449,19,0,1
50 B2 92 05 08 00 12 E0,0.425,19,0,1
50 B2 92 05 08 00 12 E0,0.434,19,0,1
50 B2 92 05 08 00 12 E0,0.425,19,0,1
50 B2 92 05 08 00 12 E0,957.723,19,0,1
50 B2 92 05 08 00 12 E0,0.442,19,0,1
50 B2 92 05 08 00 12 E0,0.419,19,0,1
50 B2 92 05 08 00 12 E0,10.719,19,0,1
50 B2 92 05 08 00 12 E0,0.46,19,0,1
50 B2 92 05 08 00 12 E0,0.433,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,0.44,19,0,1
50 B2 92 05 08 00 12 E0,83.776,19,0,1
50 B2 92 05 08 00 12 E0,67.873,19,0,1
50 B2 92 05 08 00 12 E0,84398.5,19,0,1
50 B2 92 05 08 00 12 E0,0.435,19,0,1
50 B2 92 05 08 00 12 E0,0.419,19,0,1
50 B2 92 05 08 00 12 E0,0.427,19,0,1
50 B2 92 05 08 00 12 E0,78.685,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,4.168,19,0,1
50 B2 92 05 08 00 12 E0,0.411,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,0.446,19,0,1
50 B2 92 05 08 00 12 E0,0.434,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
