rfid,flight_duration,hive,nosema,gbd
49 A8 92 05 08 00 12 E0,0.425,24,1,1
49 A8 92 05 08 00 12 E0,0.423,24,1,1
49 A8 92 05 08 00 12 E0,0.431,24,1,1
49 A8 92 05 08 00 12 E0,0.431,24,1,1
49 A8 92 05 08 00 12 E0,0.473,24,1,1
49 A8 92 05 08 00 12 E0,87910.2,24,1,1
49 A8 92 05 08 00 12 E0,0.442,24,1,1
49 A8 92 05 08 00 12 E0,13.153,24,1,1
49 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,0,24,1,1
58 A8 92 05 08 00 12 E0,0.433,24,1,1
58 A8 92 05 08 00 12 E0,87046.3,24,1,1
58 A8 92 05 08 00 12 E0,5.816,24,1,1
58 A8 92 05 08 00 12 E0,0.437,24,1,1
58 A8 92 05 08 00 12 E0,0.428,24,1,1
58 A8 92 05 08 00 12 E0,0.45,24,1,1
58 A8 92 05 08 00 12 E0,0.402,24,1,1
58 A8 92 05 08 00 12 E0,174.252,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,0.426,24,1,1
58 A8 92 05 08 00 12 E0,0.416,24,1,1
58 A8 92 05 08 00 12 E0,11.69,24,1,1
58 A8 92 05 08 00 12 E0,0,24,1,1
58 A8 92 05 08 00 12 E0,3.188,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,706.92,24,1,1
58 A8 92 05 08 00 12 E0,0.426,24,1,1
58 A8 92 05 08 00 12 E0,6.673,24,1,1
58 A8 92 05 08 00 12 E0,530.669,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,0.419,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,0.47,24,1,1
58 A8 92 05 08 00 12 E0,0.432,24,1,1
58 A8 92 05 08 00 12 E0,0.409,24,1,1
58 A8 92 05 08 00 12 E0,0.412,24,1,1
58 A8 92 05 08 00 12 E0,6.773,24,1,1
58 A8 92 05 08 00 12 E0,0.472,24,1,1
58 A8 92 05 08 00 12 E0,86753.8,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,28.268,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,150.661,24,1,1
58 A8 92 05 08 00 12 E0,85949.9,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,0.466,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,1.767,24,1,1
58 A8 92 05 08 00 12 E0,56.484,24,1,1
58 A8 92 05 08 00 12 E0,0.876,24,1,1
58 A8 92 05 08 00 12 E0,0.453,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,0.42,24,1,1
58 A8 92 05 08 00 12 E0,0.426,24,1,1
58 A8 92 05 08 00 12 E0,8.97,24,1,1
58 A8 92 05 08 00 12 E0,0.42,24,1,1
58 A8 92 05 08 00 12 E0,0.432,24,1,1
58 A8 92 05 08 00 12 E0,0.433,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,0.914,24,1,1
58 A8 92 05 08 00 12 E0,0.887,24,1,1
58 A8 92 05 08 00 12 E0,0.431,24,1,1
58 A8 92 05 08 00 12 E0,25.145,24,1,1
58 A8 92 05 08 00 12 E0,0.434,24,1,1
58 A8 92 05 08 00 12 E0,0.478,24,1,1
58 A8 92 05 08 00 12 E0,170284,24,1,1
58 A8 92 05 08 00 12 E0,0.42,24,1,1
58 A8 92 05 08 00 12 E0,0.475,24,1,1
58 A8 92 05 08 00 12 E0,0.431,24,1,1
58 A8 92 05 08 00 12 E0,0.419,24,1,1
58 A8 92 05 08 00 12 E0,0.433,24,1,1
58 A8 92 05 08 00 12 E0,0.431,24,1,1
58 A8 92 05 08 00 12 E0,0.467,24,1,1
58 A8 92 05 08 00 12 E0,0.434,24,1,1
58 A8 92 05 08 00 12 E0,0.432,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,0.441,24,1,1
58 A8 92 05 08 00 12 E0,0.426,24,1,1
58 A8 92 05 08 00 12 E0,0.431,24,1,1
58 A8 92 05 08 00 12 E0,0.441,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,2379.08,24,1,1
58 A8 92 05 08 00 12 E0,4.098,24,1,1
58 A8 92 05 08 00 12 E0,1029.23,24,1,1
58 A8 92 05 08 00 12 E0,3.991,24,1,1
58 A8 92 05 08 00 12 E0,0.423,24,1,1
58 A8 92 05 08 00 12 E0,0,24,1,1
58 A8 92 05 08 00 12 E0,5.04,24,1,1
58 A8 92 05 08 00 12 E0,0.428,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,2047.79,24,1,1
58 A8 92 05 08 00 12 E0,0.427,24,1,1
58 A8 92 05 08 00 12 E0,0.451,24,1,1
58 A8 92 05 08 00 12 E0,0.425,24,1,1
58 A8 92 05 08 00 12 E0,55.589,24,1,1
58 A8 92 05 08 00 12 E0,0.429,24,1,1
F6 A7 92 05 08 00 12 E0,0,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.421,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,83036.3,24,0,1
F6 A7 92 05 08 00 12 E0,871.575,24,0,1
F6 A7 92 05 08 00 12 E0,0.428,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.433,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.467,24,0,1
F6 A7 92 05 08 00 12 E0,0.463,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.434,24,0,1
F6 A7 92 05 08 00 12 E0,3658.62,24,0,1
F6 A7 92 05 08 00 12 E0,0.453,24,0,1
F6 A7 92 05 08 00 12 E0,20.375,24,0,1
F6 A7 92 05 08 00 12 E0,0.454,24,0,1
F6 A7 92 05 08 00 12 E0,0.88,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,0.433,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.44,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,1118.34,24,0,1
F6 A7 92 05 08 00 12 E0,12.118,24,0,1
F6 A7 92 05 08 00 12 E0,0.421,24,0,1
F6 A7 92 05 08 00 12 E0,0,24,0,1
F6 A7 92 05 08 00 12 E0,0.472,24,0,1
F6 A7 92 05 08 00 12 E0,159.806,24,0,1
F6 A7 92 05 08 00 12 E0,12.208,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,82725.2,24,0,1
F6 A7 92 05 08 00 12 E0,11.322,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.874,24,0,1
F6 A7 92 05 08 00 12 E0,1311.53,24,0,1
F6 A7 92 05 08 00 12 E0,9.879,24,0,1
F6 A7 92 05 08 00 12 E0,0.434,24,0,1
F6 A7 92 05 08 00 12 E0,240.638,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,152.734,24,0,1
F6 A7 92 05 08 00 12 E0,4.081,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,821.689,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,17.088,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,457.684,24,0,1
F6 A7 92 05 08 00 12 E0,0.435,24,0,1
F6 A7 92 05 08 00 12 E0,3.147,24,0,1
F6 A7 92 05 08 00 12 E0,0,24,0,1
F6 A7 92 05 08 00 12 E0,25.387,24,0,1
F6 A7 92 05 08 00 12 E0,44.183,24,0,1
F6 A7 92 05 08 00 12 E0,0.422,24,0,1
F6 A7 92 05 08 00 12 E0,5.775,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.477,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.465,24,0,1
F6 A7 92 05 08 00 12 E0,0.434,24,0,1
F6 A7 92 05 08 00 12 E0,316.193,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.411,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,24.926,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,0.88,24,0,1
F6 A7 92 05 08 00 12 E0,0.47,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,0.446,24,0,1
F6 A7 92 05 08 00 12 E0,1741,24,0,1
F6 A7 92 05 08 00 12 E0,0.428,24,0,1
F6 A7 92 05 08 00 12 E0,8.799,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,137.127,24,0,1
F6 A7 92 05 08 00 12 E0,28.546,24,0,1
F6 A7 92 05 08 00 12 E0,0.404,24,0,1
F6 A7 92 05 08 00 12 E0,1647.01,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.419,24,0,1
F6 A7 92 05 08 00 12 E0,0.448,24,0,1
F6 A7 92 05 08 00 12 E0,9.306,24,0,1
F6 A7 92 05 08 00 12 E0,0.421,24,0,1
F6 A7 92 05 08 00 12 E0,141.042,24,0,1
F6 A7 92 05 08 00 12 E0,6.316,24,0,1
F6 A7 92 05 08 00 12 E0,0.455,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,1448.18,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.465,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,0.42,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,2.153,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,0.466,24,0,1
F6 A7 92 05 08 00 12 E0,8.865,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.44,24,0,1
F6 A7 92 05 08 00 12 E0,0.41,24,0,1
F6 A7 92 05 08 00 12 E0,0.443,24,0,1
F6 A7 92 05 08 00 12 E0,1.323,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.461,24,0,1
F6 A7 92 05 08 00 12 E0,0.419,24,0,1
F6 A7 92 05 08 00 12 E0,79920.8,24,0,1
F6 A7 92 05 08 00 12 E0,20.214,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.433,24,0,1
F6 A7 92 05 08 00 12 E0,854.994,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.422,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,0.427,24,0,1
F6 A7 92 05 08 00 12 E0,0.861,24,0,1
F6 A7 92 05 08 00 12 E0,1.329,24,0,1
F6 A7 92 05 08 00 12 E0,0.452,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.449,24,0,1
F6 A7 92 05 08 00 12 E0,0.422,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,112.465,24,0,1
F6 A7 92 05 08 00 12 E0,5.466,24,0,1
F6 A7 92 05 08 00 12 E0,0.428,24,0,1
F6 A7 92 05 08 00 12 E0,1416.25,24,0,1
F6 A7 92 05 08 00 12 E0,0.426,24,0,1
F6 A7 92 05 08 00 12 E0,25.571,24,0,1
F6 A7 92 05 08 00 12 E0,0.432,24,0,1
F6 A7 92 05 08 00 12 E0,0.433,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,0.425,24,0,1
F6 A7 92 05 08 00 12 E0,0.433,24,0,1
F6 A7 92 05 08 00 12 E0,1.3,24,0,1
F6 A7 92 05 08 00 12 E0,4.041,24,0,1
F6 A7 92 05 08 00 12 E0,0.437,24,0,1
F6 A7 92 05 08 00 12 E0,189.226,24,0,1
F6 A7 92 05 08 00 12 E0,0.42,24,0,1
F6 A7 92 05 08 00 12 E0,0.431,24,0,1
F6 A7 92 05 08 00 12 E0,0.421,24,0,1
59 AA 92 05 08 00 12 E0,0,23,0,1
59 AA 92 05 08 00 12 E0,0.422,23,0,1
59 AA 92 05 08 00 12 E0,0,23,0,1
59 AA 92 05 08 00 12 E0,0.432,23,0,1
48 A8 92 05 08 00 12 E0,0,24,1,1
48 A8 92 05 08 00 12 E0,0.419,24,1,1
48 A8 92 05 08 00 12 E0,10.439,24,1,1
48 A8 92 05 08 00 12 E0,0.426,24,1,1
48 A8 92 05 08 00 12 E0,0.453,24,1,1
48 A8 92 05 08 00 12 E0,0.427,24,1,1
C3 A8 92 05 08 00 12 E0,0,24,0,1
C3 A8 92 05 08 00 12 E0,4.145,24,0,1
C3 A8 92 05 08 00 12 E0,0.426,24,0,1
58 AA 92 05 08 00 12 E0,0,23,0,1
58 AA 92 05 08 00 12 E0,0.466,23,0,1
58 AA 92 05 08 00 12 E0,87018.3,23,0,1
58 AA 92 05 08 00 12 E0,669.767,23,0,1
58 AA 92 05 08 00 12 E0,0.415,23,0,1
58 AA 92 05 08 00 12 E0,0.883,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.45,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,18.255,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,428.18,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.421,23,0,1
58 AA 92 05 08 00 12 E0,18.588,23,0,1
58 AA 92 05 08 00 12 E0,0.457,23,0,1
58 AA 92 05 08 00 12 E0,0.415,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.45,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.415,23,0,1
58 AA 92 05 08 00 12 E0,0,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.441,23,0,1
58 AA 92 05 08 00 12 E0,0.427,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,636.911,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.404,23,0,1
58 AA 92 05 08 00 12 E0,1577.27,23,0,1
58 AA 92 05 08 00 12 E0,0.41,23,0,1
58 AA 92 05 08 00 12 E0,0.411,23,0,1
58 AA 92 05 08 00 12 E0,1386.79,23,0,1
58 AA 92 05 08 00 12 E0,0.45,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,8627.69,23,0,1
58 AA 92 05 08 00 12 E0,67572.9,23,0,1
58 AA 92 05 08 00 12 E0,2289.45,23,0,1
58 AA 92 05 08 00 12 E0,0.467,23,0,1
58 AA 92 05 08 00 12 E0,0.428,23,0,1
58 AA 92 05 08 00 12 E0,0.426,23,0,1
58 AA 92 05 08 00 12 E0,3598.21,23,0,1
58 AA 92 05 08 00 12 E0,0.479,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,930.405,23,0,1
58 AA 92 05 08 00 12 E0,1884.65,23,0,1
58 AA 92 05 08 00 12 E0,0.46,23,0,1
58 AA 92 05 08 00 12 E0,3069.46,23,0,1
58 AA 92 05 08 00 12 E0,0.421,23,0,1
58 AA 92 05 08 00 12 E0,0.456,23,0,1
58 AA 92 05 08 00 12 E0,0.415,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,1048.68,23,0,1
58 AA 92 05 08 00 12 E0,163359,23,0,1
58 AA 92 05 08 00 12 E0,114.37,23,0,1
58 AA 92 05 08 00 12 E0,87.094,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.426,23,0,1
58 AA 92 05 08 00 12 E0,0.444,23,0,1
58 AA 92 05 08 00 12 E0,37.639,23,0,1
58 AA 92 05 08 00 12 E0,76.067,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,3636.17,23,0,1
58 AA 92 05 08 00 12 E0,0.428,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,112.462,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.476,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.454,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.442,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.446,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,24.834,23,0,1
58 AA 92 05 08 00 12 E0,82360.8,23,0,1
58 AA 92 05 08 00 12 E0,0.428,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,1520.64,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,30.731,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.428,23,0,1
58 AA 92 05 08 00 12 E0,0.445,23,0,1
58 AA 92 05 08 00 12 E0,0.403,23,0,1
58 AA 92 05 08 00 12 E0,0.404,23,0,1
58 AA 92 05 08 00 12 E0,1.772,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,413.002,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,2084.4,23,0,1
58 AA 92 05 08 00 12 E0,0.455,23,0,1
58 AA 92 05 08 00 12 E0,0,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,1245.91,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,458.309,23,0,1
58 AA 92 05 08 00 12 E0,0.42,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.421,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.461,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.427,23,0,1
58 AA 92 05 08 00 12 E0,2222.37,23,0,1
58 AA 92 05 08 00 12 E0,11.306,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,2.238,23,0,1
58 AA 92 05 08 00 12 E0,0.442,23,0,1
58 AA 92 05 08 00 12 E0,16.667,23,0,1
58 AA 92 05 08 00 12 E0,0.479,23,0,1
58 AA 92 05 08 00 12 E0,0.426,23,0,1
58 AA 92 05 08 00 12 E0,411.587,23,0,1
58 AA 92 05 08 00 12 E0,0.484,23,0,1
58 AA 92 05 08 00 12 E0,76.292,23,0,1
58 AA 92 05 08 00 12 E0,927.75,23,0,1
58 AA 92 05 08 00 12 E0,0.427,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,641.531,23,0,1
58 AA 92 05 08 00 12 E0,77772.6,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,1203.75,23,0,0
58 AA 92 05 08 00 12 E0,0.883,23,0,0
58 AA 92 05 08 00 12 E0,554.04,23,0,0
58 AA 92 05 08 00 12 E0,0.42,23,0,0
58 AA 92 05 08 00 12 E0,0.431,23,0,0
58 AA 92 05 08 00 12 E0,0.434,23,0,0
58 AA 92 05 08 00 12 E0,1886.13,23,0,0
58 AA 92 05 08 00 12 E0,0.428,23,0,0
58 AA 92 05 08 00 12 E0,229.845,23,0,0
58 AA 92 05 08 00 12 E0,1914.86,23,0,0
58 AA 92 05 08 00 12 E0,0.433,23,0,0
58 AA 92 05 08 00 12 E0,833.181,23,0,0
58 AA 92 05 08 00 12 E0,0.45,23,0,0
58 AA 92 05 08 00 12 E0,1540.32,23,0,0
58 AA 92 05 08 00 12 E0,0.473,23,0,0
58 AA 92 05 08 00 12 E0,0.432,23,0,0
58 AA 92 05 08 00 12 E0,0.427,23,0,0
58 AA 92 05 08 00 12 E0,0.425,23,0,0
58 AA 92 05 08 00 12 E0,0.444,23,0,0
58 AA 92 05 08 00 12 E0,0.421,23,0,0
58 AA 92 05 08 00 12 E0,57.829,23,0,0
58 AA 92 05 08 00 12 E0,0.433,23,0,0
58 AA 92 05 08 00 12 E0,85.857,23,0,0
58 AA 92 05 08 00 12 E0,82.244,23,0,0
58 AA 92 05 08 00 12 E0,53.295,23,0,0
58 AA 92 05 08 00 12 E0,0.42,23,0,0
58 AA 92 05 08 00 12 E0,0.433,23,0,0
58 AA 92 05 08 00 12 E0,0.431,23,0,0
58 AA 92 05 08 00 12 E0,463.887,23,0,0
58 AA 92 05 08 00 12 E0,0.416,23,0,0
58 AA 92 05 08 00 12 E0,0.444,23,0,0
58 AA 92 05 08 00 12 E0,11.725,23,0,0
58 AA 92 05 08 00 12 E0,0.429,23,0,0
58 AA 92 05 08 00 12 E0,17.105,23,0,0
58 AA 92 05 08 00 12 E0,129.95,23,0,0
58 AA 92 05 08 00 12 E0,0.882,23,0,0
58 AA 92 05 08 00 12 E0,0.47,23,0,0
58 AA 92 05 08 00 12 E0,0,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,0.436,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.452,23,0,1
58 AA 92 05 08 00 12 E0,1.771,23,0,1
58 AA 92 05 08 00 12 E0,0.888,23,0,1
58 AA 92 05 08 00 12 E0,0.419,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,808.699,23,0,1
58 AA 92 05 08 00 12 E0,2571.8,23,0,1
58 AA 92 05 08 00 12 E0,1209.5,23,0,1
58 AA 92 05 08 00 12 E0,0.428,23,0,1
58 AA 92 05 08 00 12 E0,0.471,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,34.836,23,0,1
58 AA 92 05 08 00 12 E0,0.47,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.452,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,0.437,23,0,1
58 AA 92 05 08 00 12 E0,0.473,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.455,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,10.818,23,0,1
58 AA 92 05 08 00 12 E0,0.451,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,67.437,23,0,1
58 AA 92 05 08 00 12 E0,68.36,23,0,1
58 AA 92 05 08 00 12 E0,0.432,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,60.114,23,0,1
58 AA 92 05 08 00 12 E0,0.436,23,0,1
58 AA 92 05 08 00 12 E0,0.426,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
58 AA 92 05 08 00 12 E0,0.431,23,0,1
58 AA 92 05 08 00 12 E0,48.921,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.427,23,0,1
58 AA 92 05 08 00 12 E0,2219.11,23,0,1
58 AA 92 05 08 00 12 E0,17.559,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,0.457,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,0.426,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.444,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.415,23,0,1
58 AA 92 05 08 00 12 E0,0.434,23,0,1
58 AA 92 05 08 00 12 E0,0.425,23,0,1
58 AA 92 05 08 00 12 E0,0.433,23,0,1
