rfid,flight_duration,nosema,gbd
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.452,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,0.421,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.456,0,1
C6 A7 92 05 08 00 12 E0,0.421,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,0.439,0,1
C6 A7 92 05 08 00 12 E0,376.295,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,23.937,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,3349.88,0,1
C6 A7 92 05 08 00 12 E0,0.433,0,1
C6 A7 92 05 08 00 12 E0,0.419,0,1
C6 A7 92 05 08 00 12 E0,13.623,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,47.523,0,1
C6 A7 92 05 08 00 12 E0,0.443,0,1
C6 A7 92 05 08 00 12 E0,0.421,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,33.405,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,1.346,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,0.468,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,0.449,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,0.436,0,1
C6 A7 92 05 08 00 12 E0,0.421,0,1
C6 A7 92 05 08 00 12 E0,4.516,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,0.428,0,1
C6 A7 92 05 08 00 12 E0,0.44,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,82845.8,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,0.428,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,19.318,0,1
C6 A7 92 05 08 00 12 E0,0.458,0,1
C6 A7 92 05 08 00 12 E0,0,0,1
C6 A7 92 05 08 00 12 E0,24.768,0,1
C6 A7 92 05 08 00 12 E0,0.429,0,1
C6 A7 92 05 08 00 12 E0,0.426,0,1
C6 A7 92 05 08 00 12 E0,0.419,0,1
C6 A7 92 05 08 00 12 E0,81631.4,0,1
C6 A7 92 05 08 00 12 E0,67.111,0,1
C6 A7 92 05 08 00 12 E0,0.427,0,1
C6 A7 92 05 08 00 12 E0,0.428,0,1
C6 A7 92 05 08 00 12 E0,0.425,0,1
C6 A7 92 05 08 00 12 E0,262506,0,1
A8 A8 92 05 08 00 12 E0,0,1,1
A8 A8 92 05 08 00 12 E0,0.425,1,1
A8 A8 92 05 08 00 12 E0,0.419,1,1
A8 A8 92 05 08 00 12 E0,8.174,1,1
A8 A8 92 05 08 00 12 E0,0.428,1,1
A8 A8 92 05 08 00 12 E0,0.453,1,1
A8 A8 92 05 08 00 12 E0,0.425,1,1
A8 A8 92 05 08 00 12 E0,0.427,1,1
A8 A8 92 05 08 00 12 E0,3.124,1,1
A8 A8 92 05 08 00 12 E0,0.426,1,1
A8 A8 92 05 08 00 12 E0,0.429,1,1
A8 A8 92 05 08 00 12 E0,0.44,1,1
A8 A8 92 05 08 00 12 E0,0.425,1,1
A8 A8 92 05 08 00 12 E0,0.404,1,1
A8 A8 92 05 08 00 12 E0,0.405,1,1
A8 A8 92 05 08 00 12 E0,0.423,1,1
A8 A8 92 05 08 00 12 E0,0,1,1
A8 A8 92 05 08 00 12 E0,23.743,1,1
A8 A8 92 05 08 00 12 E0,0.433,1,1
A8 A8 92 05 08 00 12 E0,1179.76,1,1
A8 A8 92 05 08 00 12 E0,0.432,1,1
A8 A8 92 05 08 00 12 E0,0.431,1,1
CA AD 92 05 08 00 12 E0,0,0,1
CA AD 92 05 08 00 12 E0,0.443,0,1
FD A5 92 05 08 00 12 E0,0,1,1
FD A5 92 05 08 00 12 E0,0.458,1,1
FD A5 92 05 08 00 12 E0,0.435,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,0.419,1,1
FD A5 92 05 08 00 12 E0,43.478,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,0.408,1,1
FD A5 92 05 08 00 12 E0,0.469,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.434,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.447,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.442,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,0.456,1,1
FD A5 92 05 08 00 12 E0,0.422,1,1
FD A5 92 05 08 00 12 E0,3.135,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.446,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.419,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,1.79,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,0.435,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,3057.21,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,1157.14,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.455,1,1
FD A5 92 05 08 00 12 E0,21.545,1,1
FD A5 92 05 08 00 12 E0,0.454,1,1
FD A5 92 05 08 00 12 E0,0.415,1,1
FD A5 92 05 08 00 12 E0,2392.97,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.478,1,1
FD A5 92 05 08 00 12 E0,0.419,1,1
FD A5 92 05 08 00 12 E0,0.438,1,1
FD A5 92 05 08 00 12 E0,0.421,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,277.635,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,0.434,1,1
FD A5 92 05 08 00 12 E0,0.472,1,1
FD A5 92 05 08 00 12 E0,937.086,1,1
FD A5 92 05 08 00 12 E0,0.475,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,85.275,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,7.569,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,7.773,1,1
FD A5 92 05 08 00 12 E0,307.998,1,1
FD A5 92 05 08 00 12 E0,0.428,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,9.462,1,1
FD A5 92 05 08 00 12 E0,85845,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,10.386,1,1
FD A5 92 05 08 00 12 E0,0.424,1,1
FD A5 92 05 08 00 12 E0,0.42,1,1
FD A5 92 05 08 00 12 E0,0.449,1,1
FD A5 92 05 08 00 12 E0,0.434,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,970.678,1,1
FD A5 92 05 08 00 12 E0,0.434,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,11.253,1,1
FD A5 92 05 08 00 12 E0,0,1,1
FD A5 92 05 08 00 12 E0,0.428,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,17.406,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,257.669,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,0.421,1,1
FD A5 92 05 08 00 12 E0,0.445,1,1
FD A5 92 05 08 00 12 E0,8.166,1,1
FD A5 92 05 08 00 12 E0,0.474,1,1
FD A5 92 05 08 00 12 E0,1041.21,1,1
FD A5 92 05 08 00 12 E0,0.402,1,1
FD A5 92 05 08 00 12 E0,21.092,1,1
FD A5 92 05 08 00 12 E0,0.476,1,1
FD A5 92 05 08 00 12 E0,527.296,1,1
FD A5 92 05 08 00 12 E0,2.221,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.437,1,1
FD A5 92 05 08 00 12 E0,70.667,1,1
FD A5 92 05 08 00 12 E0,0.478,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,6.33,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,972.647,1,1
FD A5 92 05 08 00 12 E0,0.445,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,12.932,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.463,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,696.809,1,1
FD A5 92 05 08 00 12 E0,5.058,1,1
FD A5 92 05 08 00 12 E0,1120.85,1,1
FD A5 92 05 08 00 12 E0,4.367,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.419,1,1
FD A5 92 05 08 00 12 E0,361.631,1,1
FD A5 92 05 08 00 12 E0,14.976,1,1
FD A5 92 05 08 00 12 E0,0.428,1,1
FD A5 92 05 08 00 12 E0,0.452,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,0.443,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,799.272,1,1
FD A5 92 05 08 00 12 E0,4.473,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,652.155,1,1
FD A5 92 05 08 00 12 E0,0.439,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,5.933,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,9.434,1,1
FD A5 92 05 08 00 12 E0,0.451,1,1
FD A5 92 05 08 00 12 E0,0.875,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,0.443,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,1342.92,1,1
FD A5 92 05 08 00 12 E0,15.688,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,19.783,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,7.146,1,1
FD A5 92 05 08 00 12 E0,0.423,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.419,1,1
FD A5 92 05 08 00 12 E0,22.505,1,1
FD A5 92 05 08 00 12 E0,7.725,1,1
FD A5 92 05 08 00 12 E0,0.429,1,1
FD A5 92 05 08 00 12 E0,21.879,1,1
FD A5 92 05 08 00 12 E0,0.42,1,1
FD A5 92 05 08 00 12 E0,0.428,1,1
FD A5 92 05 08 00 12 E0,0.434,1,1
FD A5 92 05 08 00 12 E0,0.42,1,1
FD A5 92 05 08 00 12 E0,78055.8,1,1
FD A5 92 05 08 00 12 E0,9.976,1,1
FD A5 92 05 08 00 12 E0,1642.98,1,1
FD A5 92 05 08 00 12 E0,0.476,1,1
FD A5 92 05 08 00 12 E0,174.863,1,1
FD A5 92 05 08 00 12 E0,0.421,1,1
FD A5 92 05 08 00 12 E0,6.795,1,1
FD A5 92 05 08 00 12 E0,2074.85,1,1
FD A5 92 05 08 00 12 E0,0.427,1,1
FD A5 92 05 08 00 12 E0,0.436,1,1
FD A5 92 05 08 00 12 E0,5.292,1,1
FD A5 92 05 08 00 12 E0,4.939,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.446,1,1
FD A5 92 05 08 00 12 E0,0.415,1,1
FD A5 92 05 08 00 12 E0,0.432,1,1
FD A5 92 05 08 00 12 E0,0.422,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,0.467,1,1
FD A5 92 05 08 00 12 E0,0.421,1,1
FD A5 92 05 08 00 12 E0,0.443,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.441,1,1
FD A5 92 05 08 00 12 E0,0.42,1,1
FD A5 92 05 08 00 12 E0,0.421,1,1
FD A5 92 05 08 00 12 E0,140.328,1,1
FD A5 92 05 08 00 12 E0,4.096,1,1
FD A5 92 05 08 00 12 E0,84264.1,1,1
FD A5 92 05 08 00 12 E0,0.403,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
FD A5 92 05 08 00 12 E0,0.468,1,1
FD A5 92 05 08 00 12 E0,15.708,1,1
FD A5 92 05 08 00 12 E0,2488.99,1,1
FD A5 92 05 08 00 12 E0,4.118,1,1
FD A5 92 05 08 00 12 E0,0.478,1,1
FD A5 92 05 08 00 12 E0,42.508,1,1
FD A5 92 05 08 00 12 E0,0.428,1,1
FD A5 92 05 08 00 12 E0,12.986,1,1
FD A5 92 05 08 00 12 E0,0.476,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.443,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,0.441,1,1
FD A5 92 05 08 00 12 E0,0.434,1,1
FD A5 92 05 08 00 12 E0,0.447,1,1
FD A5 92 05 08 00 12 E0,0.431,1,1
FD A5 92 05 08 00 12 E0,81913.8,1,1
FD A5 92 05 08 00 12 E0,0.433,1,1
FD A5 92 05 08 00 12 E0,15.006,1,1
FD A5 92 05 08 00 12 E0,0.426,1,1
FD A5 92 05 08 00 12 E0,0.425,1,1
2A A6 92 05 08 00 12 E0,0,0,1
2A A6 92 05 08 00 12 E0,0.449,0,1
2A A6 92 05 08 00 12 E0,11.317,0,1
2A A6 92 05 08 00 12 E0,0.434,0,1
2A A6 92 05 08 00 12 E0,0.422,0,1
2A A6 92 05 08 00 12 E0,0.442,0,1
2A A6 92 05 08 00 12 E0,0.426,0,1
2A A6 92 05 08 00 12 E0,0.428,0,1
2A A6 92 05 08 00 12 E0,11.686,0,1
2A A6 92 05 08 00 12 E0,0.427,0,1
2A A6 92 05 08 00 12 E0,2141.06,0,1
2A A6 92 05 08 00 12 E0,0.432,0,1
2A A6 92 05 08 00 12 E0,0.432,0,1
2A A6 92 05 08 00 12 E0,255.903,0,1
2A A6 92 05 08 00 12 E0,0.473,0,1
2A A6 92 05 08 00 12 E0,5.915,0,1
24 B2 92 05 08 00 12 E0,0,0,1
24 B2 92 05 08 00 12 E0,116.763,0,1
24 B2 92 05 08 00 12 E0,0.427,0,1
24 B2 92 05 08 00 12 E0,0.431,0,1
24 B2 92 05 08 00 12 E0,0,0,1
24 B2 92 05 08 00 12 E0,3.97,0,1
24 B2 92 05 08 00 12 E0,276.847,0,1
24 B2 92 05 08 00 12 E0,0.444,0,1
24 B2 92 05 08 00 12 E0,50.143,0,1
24 B2 92 05 08 00 12 E0,0.421,0,1
24 B2 92 05 08 00 12 E0,0,0,1
24 B2 92 05 08 00 12 E0,3.964,0,1
24 B2 92 05 08 00 12 E0,1260.67,0,1
24 B2 92 05 08 00 12 E0,38.281,0,1
24 B2 92 05 08 00 12 E0,0.426,0,1
24 B2 92 05 08 00 12 E0,18.809,0,1
24 B2 92 05 08 00 12 E0,0.404,0,1
24 B2 92 05 08 00 12 E0,3627.76,0,1
24 B2 92 05 08 00 12 E0,7.12,0,1
24 B2 92 05 08 00 12 E0,0.421,0,1
24 B2 92 05 08 00 12 E0,0.869,0,1
24 B2 92 05 08 00 12 E0,2209.97,0,1
24 B2 92 05 08 00 12 E0,0.422,0,1
24 B2 92 05 08 00 12 E0,5.345,0,1
24 B2 92 05 08 00 12 E0,0.412,0,1
24 B2 92 05 08 00 12 E0,0.42,0,1
24 B2 92 05 08 00 12 E0,78664.5,0,1
24 B2 92 05 08 00 12 E0,23.663,0,1
24 B2 92 05 08 00 12 E0,0.432,0,1
24 B2 92 05 08 00 12 E0,0.427,0,1
24 B2 92 05 08 00 12 E0,0.425,0,1
24 B2 92 05 08 00 12 E0,1728.45,0,1
24 B2 92 05 08 00 12 E0,22.883,0,1
24 B2 92 05 08 00 12 E0,2053.79,0,1
24 B2 92 05 08 00 12 E0,19.225,0,1
24 B2 92 05 08 00 12 E0,0.432,0,1
24 B2 92 05 08 00 12 E0,0.425,0,1
24 B2 92 05 08 00 12 E0,294.281,0,1
24 B2 92 05 08 00 12 E0,0.428,0,1
24 B2 92 05 08 00 12 E0,0.419,0,1
24 B2 92 05 08 00 12 E0,4.861,0,1
24 B2 92 05 08 00 12 E0,1584.06,0,1
24 B2 92 05 08 00 12 E0,6.347,0,1
24 B2 92 05 08 00 12 E0,270.26,0,1
24 B2 92 05 08 00 12 E0,0.881,0,1
24 B2 92 05 08 00 12 E0,0.431,0,1
24 B2 92 05 08 00 12 E0,0.431,0,1
24 B2 92 05 08 00 12 E0,0.428,0,1
24 B2 92 05 08 00 12 E0,0.419,0,1
24 B2 92 05 08 00 12 E0,0.442,0,1
24 B2 92 05 08 00 12 E0,1383.96,0,1
24 B2 92 05 08 00 12 E0,1.342,0,1
24 B2 92 05 08 00 12 E0,0.419,0,1
24 B2 92 05 08 00 12 E0,0.446,0,1
24 B2 92 05 08 00 12 E0,0.423,0,1
24 B2 92 05 08 00 12 E0,0.873,0,1
24 B2 92 05 08 00 12 E0,19.778,0,1
24 B2 92 05 08 00 12 E0,0.421,0,1
24 B2 92 05 08 00 12 E0,0.42,0,1
24 B2 92 05 08 00 12 E0,0.422,0,1
24 B2 92 05 08 00 12 E0,0.84,0,1
24 B2 92 05 08 00 12 E0,0.399,0,1
24 B2 92 05 08 00 12 E0,0.409,0,1
24 B2 92 05 08 00 12 E0,0.391,0,1
24 B2 92 05 08 00 12 E0,0.434,0,1
24 B2 92 05 08 00 12 E0,0.432,0,1
24 B2 92 05 08 00 12 E0,134.437,0,1
24 B2 92 05 08 00 12 E0,0.431,0,1
24 B2 92 05 08 00 12 E0,6.661,0,1
24 B2 92 05 08 00 12 E0,0.42,0,1
24 B2 92 05 08 00 12 E0,0.449,0,1
24 B2 92 05 08 00 12 E0,0,0,1
24 B2 92 05 08 00 12 E0,8.201,0,1
24 B2 92 05 08 00 12 E0,0.433,0,1
24 B2 92 05 08 00 12 E0,0.473,0,1
24 B2 92 05 08 00 12 E0,646.808,0,1
24 B2 92 05 08 00 12 E0,0.432,0,1
24 B2 92 05 08 00 12 E0,2.635,0,1
24 B2 92 05 08 00 12 E0,0.45,0,1
24 B2 92 05 08 00 12 E0,88768.4,0,0
24 B2 92 05 08 00 12 E0,0.438,0,0
24 B2 92 05 08 00 12 E0,0.86,0,0
24 B2 92 05 08 00 12 E0,8.955,0,0
24 B2 92 05 08 00 12 E0,0.463,0,0
24 B2 92 05 08 00 12 E0,0.431,0,0
24 B2 92 05 08 00 12 E0,0.433,0,0
24 B2 92 05 08 00 12 E0,0.437,0,0
24 B2 92 05 08 00 12 E0,0.426,0,0
24 B2 92 05 08 00 12 E0,0.433,0,0
24 B2 92 05 08 00 12 E0,0,0,1
24 B2 92 05 08 00 12 E0,0.435,0,1
24 B2 92 05 08 00 12 E0,16.23,0,1
24 B2 92 05 08 00 12 E0,930.709,0,1
24 B2 92 05 08 00 12 E0,20.942,0,1
24 B2 92 05 08 00 12 E0,0.408,0,1
24 B2 92 05 08 00 12 E0,0.408,0,1
24 B2 92 05 08 00 12 E0,3.61,0,1
24 B2 92 05 08 00 12 E0,0.437,0,1
24 B2 92 05 08 00 12 E0,0.434,0,1
24 B2 92 05 08 00 12 E0,0.425,0,1
24 B2 92 05 08 00 12 E0,8.981,0,1
24 B2 92 05 08 00 12 E0,0.42,0,1
24 B2 92 05 08 00 12 E0,0.431,0,1
24 B2 92 05 08 00 12 E0,0.427,0,1
24 B2 92 05 08 00 12 E0,583.687,0,1
24 B2 92 05 08 00 12 E0,12.965,0,1
24 B2 92 05 08 00 12 E0,0.426,0,1
24 B2 92 05 08 00 12 E0,0.427,0,1
24 B2 92 05 08 00 12 E0,0.433,0,1
F3 A5 92 05 08 00 12 E0,0,0,1
F3 A5 92 05 08 00 12 E0,0.889,0,1
F3 A5 92 05 08 00 12 E0,0.431,0,1
F3 A5 92 05 08 00 12 E0,0.479,0,1
F3 A5 92 05 08 00 12 E0,0.431,0,1
F3 A5 92 05 08 00 12 E0,0.419,0,1
F3 A5 92 05 08 00 12 E0,0.392,0,1
F3 A5 92 05 08 00 12 E0,1.328,0,1
F3 A5 92 05 08 00 12 E0,0.432,0,1
F3 A5 92 05 08 00 12 E0,0.431,0,1
F3 A5 92 05 08 00 12 E0,0.427,0,1
F3 A5 92 05 08 00 12 E0,12.686,0,1
F3 A5 92 05 08 00 12 E0,0.425,0,1
F3 A5 92 05 08 00 12 E0,0.427,0,1
BF AB 92 05 08 00 12 E0,0,1,1
BF AB 92 05 08 00 12 E0,0.404,1,1
BF AB 92 05 08 00 12 E0,465.3,1,1
BF AB 92 05 08 00 12 E0,0.426,1,1
BF AB 92 05 08 00 12 E0,0.915,1,1
BF AB 92 05 08 00 12 E0,22.526,1,1
BF AB 92 05 08 00 12 E0,0.453,1,1
BF AB 92 05 08 00 12 E0,23.908,1,1
BF AB 92 05 08 00 12 E0,2393.91,1,1
BF AB 92 05 08 00 12 E0,0.427,1,1
BF AB 92 05 08 00 12 E0,24.252,1,1
BF AB 92 05 08 00 12 E0,0.425,1,1
BF AB 92 05 08 00 12 E0,0.454,1,1
BF AB 92 05 08 00 12 E0,0.421,1,1
BF AB 92 05 08 00 12 E0,0.866,1,1
BF AB 92 05 08 00 12 E0,0.421,1,1
BF AB 92 05 08 00 12 E0,660.864,1,1
BF AB 92 05 08 00 12 E0,1.307,1,1
BF AB 92 05 08 00 12 E0,0.409,1,1
BF AB 92 05 08 00 12 E0,0.405,1,1
BF AB 92 05 08 00 12 E0,0.449,1,1
BF AB 92 05 08 00 12 E0,0.42,1,1
BF AB 92 05 08 00 12 E0,0.419,1,1
BF AB 92 05 08 00 12 E0,0.435,1,1
BF AB 92 05 08 00 12 E0,0.425,1,1
BF AB 92 05 08 00 12 E0,0.42,1,1
BF AB 92 05 08 00 12 E0,0.433,1,1
BF AB 92 05 08 00 12 E0,0.426,1,1
BF AB 92 05 08 00 12 E0,0.882,1,1
BF AB 92 05 08 00 12 E0,2457.69,1,1
BF AB 92 05 08 00 12 E0,0.439,1,1
BF AB 92 05 08 00 12 E0,791.54,1,1
BF AB 92 05 08 00 12 E0,5.274,1,1
BF AB 92 05 08 00 12 E0,0.422,1,1
BF AB 92 05 08 00 12 E0,0.42,1,1
BF AB 92 05 08 00 12 E0,970.449,1,1
BF AB 92 05 08 00 12 E0,0.459,1,1
BF AB 92 05 08 00 12 E0,0.437,1,1
BF AB 92 05 08 00 12 E0,8.025,1,1
BF AB 92 05 08 00 12 E0,0.431,1,1
BF AB 92 05 08 00 12 E0,0.433,1,1
BF AB 92 05 08 00 12 E0,0,1,1
BF AB 92 05 08 00 12 E0,0.427,1,1
BF AB 92 05 08 00 12 E0,0.431,1,1
BF AB 92 05 08 00 12 E0,10.119,1,1
BF AB 92 05 08 00 12 E0,0.88,1,1
BF AB 92 05 08 00 12 E0,0.433,1,1
BF AB 92 05 08 00 12 E0,1273.16,1,1
BF AB 92 05 08 00 12 E0,18.881,1,1
BF AB 92 05 08 00 12 E0,0.451,1,1
BF AB 92 05 08 00 12 E0,0.432,1,1
BF AB 92 05 08 00 12 E0,130.635,1,1
BF AB 92 05 08 00 12 E0,0.433,1,1
BF AB 92 05 08 00 12 E0,78336.2,1,1
BF AB 92 05 08 00 12 E0,0.42,1,1
BF AB 92 05 08 00 12 E0,0.416,1,1
BF AB 92 05 08 00 12 E0,0.425,1,1
BF AB 92 05 08 00 12 E0,0.432,1,1
BF AB 92 05 08 00 12 E0,0.471,1,1
BF AB 92 05 08 00 12 E0,0,1,1
BF AB 92 05 08 00 12 E0,0.442,1,1
BF AB 92 05 08 00 12 E0,0.442,1,1
BF AB 92 05 08 00 12 E0,364.282,1,1
BF AB 92 05 08 00 12 E0,0.433,1,1
BF AB 92 05 08 00 12 E0,0.439,1,1
BF AB 92 05 08 00 12 E0,0.432,1,1
BF AB 92 05 08 00 12 E0,85033.4,1,1
BF AB 92 05 08 00 12 E0,14.009,1,1
BF AB 92 05 08 00 12 E0,0.451,1,1
BF AB 92 05 08 00 12 E0,0.426,1,1
BF AB 92 05 08 00 12 E0,0.431,1,1
BF AB 92 05 08 00 12 E0,4.492,1,1
BF AB 92 05 08 00 12 E0,0.425,1,1
BF AB 92 05 08 00 12 E0,2709.85,1,1
BF AB 92 05 08 00 12 E0,0.433,1,1
BF AB 92 05 08 00 12 E0,8.414,1,1
BF AB 92 05 08 00 12 E0,0.426,1,1
DE A5 92 05 08 00 12 E0,0,1,1
DE A5 92 05 08 00 12 E0,0.432,1,1
DE A5 92 05 08 00 12 E0,15.428,1,1
DE A5 92 05 08 00 12 E0,0.427,1,1
69 AA 92 05 08 00 12 E0,0,1,1
69 AA 92 05 08 00 12 E0,0.433,1,1
69 AA 92 05 08 00 12 E0,0.434,1,1
0F A8 92 05 08 00 12 E0,0,1,1
0F A8 92 05 08 00 12 E0,0.421,1,1
0F A8 92 05 08 00 12 E0,0.431,1,1
0F A8 92 05 08 00 12 E0,0.446,1,1
0F A8 92 05 08 00 12 E0,887.881,1,1
0F A8 92 05 08 00 12 E0,12.66,1,1
0F A8 92 05 08 00 12 E0,0.426,1,1
0F A8 92 05 08 00 12 E0,0.455,1,1
0F A8 92 05 08 00 12 E0,0.427,1,1
